frame_index,raw_frame_path,detected_frame_path,marker_count,charuco_corner_count,marker_ids,used_for_calibration,error
1140,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001140.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001140_detected.jpg,6,4,11 15 18 21 22 20,True,
1170,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001170.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001170_detected.jpg,6,3,5 15 18 21 22 20,True,
1200,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001200.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001200_detected.jpg,4,1,11 15 21 22,False,
1230,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001230.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001230_detected.jpg,9,8,1 11 15 18 16 19 21 22 20,True,
1260,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001260.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001260_detected.jpg,5,2,1 15 18 21 23,False,
1290,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001290.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001290_detected.jpg,2,0,14 21,False,
1320,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001320.jpg,,0,0,,False,
1350,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001350.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001350_detected.jpg,1,0,10,False,
1380,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001380.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001380_detected.jpg,2,1,4 1,False,
1410,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001410.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001410_detected.jpg,2,1,1 5,False,
1440,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001440.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001440_detected.jpg,2,1,1 5,False,
1470,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001470.jpg,,0,0,,False,
1500,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001500.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001500_detected.jpg,1,0,1,False,
1530,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001530.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001530_detected.jpg,1,0,1,False,
1560,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001560.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001560_detected.jpg,1,0,1,False,
1590,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001590.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001590_detected.jpg,2,1,1 5,False,
1620,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001620.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001620_detected.jpg,2,1,1 5,False,
1650,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001650.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001650_detected.jpg,3,2,8 1 5,False,
1680,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001680.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001680_detected.jpg,2,1,1 5,False,
1710,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001710.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001710_detected.jpg,3,2,4 1 5,False,
1740,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001740.jpg,,0,0,,False,
1770,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001770.jpg,,0,0,,False,
1800,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001800.jpg,,0,0,,False,
1830,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001830.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001830_detected.jpg,2,1,7 4,False,
1860,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001860.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001860_detected.jpg,4,2,4 10 8 1,False,
1890,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001890.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001890_detected.jpg,5,3,7 4 10 0 21,False,
1920,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001920.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001920_detected.jpg,3,2,4 1 5,False,
1950,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001950.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001950_detected.jpg,4,2,8 15 1 5,False,
1980,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_001980.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_001980_detected.jpg,4,3,8 1 5 2,False,
2010,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002010.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002010_detected.jpg,3,2,8 1 5,False,
2040,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002040.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002040_detected.jpg,4,2,8 1 5 6,False,
2070,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002070.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002070_detected.jpg,3,2,8 1 5,False,
2100,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002100.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002100_detected.jpg,5,2,8 15 1 5 22,False,
2130,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002130.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002130_detected.jpg,4,2,8 1 5 22,False,
2160,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002160.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002160_detected.jpg,3,2,8 1 5,False,
2190,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002190.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002190_detected.jpg,4,3,8 1 5 2,False,
2220,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002220.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002220_detected.jpg,5,3,4 22 0 5 1,False,
2250,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002250.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002250_detected.jpg,4,2,7 22 4 1,False,
2280,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002280.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002280_detected.jpg,6,4,11 7 22 4 5 1,True,
2310,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002310.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002310_detected.jpg,3,0,15 22 4,False,
2340,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002340.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002340_detected.jpg,4,2,22 8 4 1,False,
2370,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002370.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002370_detected.jpg,3,0,22 4 5,False,
2400,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002400.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002400_detected.jpg,2,0,22 5,False,
2430,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002430.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002430_detected.jpg,4,2,22 8 4 5,False,
2460,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002460.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002460_detected.jpg,4,2,22 4 5 1,False,
2490,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002490.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002490_detected.jpg,2,0,22 1,False,
2520,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002520.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002520_detected.jpg,5,4,22 8 4 5 1,False,
2550,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002550.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002550_detected.jpg,4,2,22 8 4 5,False,
2580,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002580.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002580_detected.jpg,5,2,15 22 8 4 5,False,
2610,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002610.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002610_detected.jpg,5,3,15 22 19 8 5,False,
2640,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002640.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002640_detected.jpg,5,3,15 22 12 8 5,False,
2670,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002670.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002670_detected.jpg,6,4,15 22 19 8 5 1,True,
2700,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002700.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002700_detected.jpg,5,3,19 12 8 23 5,False,
2730,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002730.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002730_detected.jpg,3,2,12 8 5,False,
2760,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002760.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002760_detected.jpg,3,1,8 23 5,False,
2790,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002790.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002790_detected.jpg,3,2,12 8 5,False,
2820,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002820.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002820_detected.jpg,4,2,12 8 23 5,False,
2850,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002850.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002850_detected.jpg,3,2,12 8 5,False,
2880,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002880.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002880_detected.jpg,4,2,19 12 8 5,False,
2910,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002910.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002910_detected.jpg,6,5,15 22 19 12 8 5,True,
2940,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002940.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002940_detected.jpg,7,5,18 15 11 22 7 8 1,True,
2970,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_002970.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_002970_detected.jpg,8,8,18 14 15 11 7 4 0 1,True,
3000,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003000.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003000_detected.jpg,6,6,11 8 7 12 4 1,True,
3030,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003030.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003030_detected.jpg,8,7,11 8 4 12 5 0 1 22,True,
3060,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003060.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003060_detected.jpg,8,8,8 4 15 18 12 5 1 22,True,
3090,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003090.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003090_detected.jpg,8,9,11 8 4 15 18 12 5 1,True,
3120,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003120.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003120_detected.jpg,8,9,11 8 15 4 18 12 5 1,True,
3150,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003150.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003150_detected.jpg,7,8,11 8 15 4 12 5 1,True,
3180,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003180.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003180_detected.jpg,8,8,8 15 4 18 12 5 1 22,True,
3210,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003210.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003210_detected.jpg,8,9,11 8 15 4 12 18 5 1,True,
3240,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003240.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003240_detected.jpg,6,4,8 15 12 5 1 22,True,
3270,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003270.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003270_detected.jpg,6,6,8 15 4 12 5 1,True,
3300,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003300.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003300_detected.jpg,7,6,8 15 4 12 5 1 22,True,
3330,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003330.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003330_detected.jpg,6,4,8 15 4 5 1 22,True,
3360,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003360.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003360_detected.jpg,6,4,8 15 4 5 1 22,True,
3390,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003390.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003390_detected.jpg,6,4,8 15 4 5 1 22,True,
3420,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003420.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003420_detected.jpg,6,4,8 15 4 5 1 22,True,
3450,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003450.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003450_detected.jpg,8,7,8 15 4 12 5 1 22 2,True,
3480,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003480.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003480_detected.jpg,8,8,8 4 15 12 5 1 19 22,True,
3510,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003510.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003510_detected.jpg,5,4,4 7 11 1 0,False,
3540,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003540.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003540_detected.jpg,4,2,4 0 1 11,False,
3570,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003570.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003570_detected.jpg,5,5,4 1 8 11 5,False,
3600,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003600.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003600_detected.jpg,5,5,4 1 8 11 5,False,
3630,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003630.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003630_detected.jpg,5,5,4 1 8 11 5,False,
3660,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003660.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003660_detected.jpg,4,3,4 1 8 11,False,
3690,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003690.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003690_detected.jpg,5,5,4 1 8 11 5,False,
3720,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003720.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003720_detected.jpg,4,3,4 1 8 11,False,
3750,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003750.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003750_detected.jpg,5,5,4 1 8 11 5,False,
3780,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003780.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003780_detected.jpg,5,5,4 1 8 11 5,False,
3810,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003810.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003810_detected.jpg,5,5,4 1 8 11 5,False,
3840,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003840.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003840_detected.jpg,5,5,4 1 8 11 5,False,
3870,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003870.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003870_detected.jpg,4,3,4 0 1 5,False,
3900,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003900.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003900_detected.jpg,5,5,4 0 1 8 5,False,
3930,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003930.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003930_detected.jpg,4,3,4 0 7 1,False,
3960,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003960.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003960_detected.jpg,4,3,4 0 7 1,False,
3990,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_003990.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_003990_detected.jpg,4,3,4 0 7 1,False,
4020,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004020.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004020_detected.jpg,4,3,4 0 7 1,False,
4050,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004050.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004050_detected.jpg,4,3,4 0 7 1,False,
4080,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004080.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004080_detected.jpg,4,3,4 0 7 1,False,
4110,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004110.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004110_detected.jpg,4,3,4 0 7 1,False,
4140,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004140.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004140_detected.jpg,4,3,4 0 7 1,False,
4170,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004170.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004170_detected.jpg,4,3,4 0 7 1,False,
4200,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004200.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004200_detected.jpg,4,3,4 0 7 1,False,
4230,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004230.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004230_detected.jpg,4,3,4 0 7 1,False,
4260,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004260.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004260_detected.jpg,4,3,4 0 7 1,False,
4290,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004290.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004290_detected.jpg,5,4,4 1 0 7 11,False,
4320,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004320.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004320_detected.jpg,4,1,4 1 11 10,False,
4350,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004350.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004350_detected.jpg,3,0,11 10 1,False,
4380,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004380.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004380_detected.jpg,2,0,4 10,False,
4410,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004410.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004410_detected.jpg,1,0,0,False,
4440,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004440.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004440_detected.jpg,2,0,4 10,False,
4470,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004470.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004470_detected.jpg,3,1,11 4 1,False,
4500,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004500.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004500_detected.jpg,3,2,4 1 5,False,
4530,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004530.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004530_detected.jpg,4,1,11 4 18 1,False,
4560,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/raw_frames/frame_004560.jpg,/Users/nilamaitrachaity/Desktop/equirectangular_charuco_calibration/data/detected_frames/frame_004560_detected.jpg,2,1,4 1,False,
